,school-name,matched_again,match_from,school_address
1074,La Salle Institute,"(La Salle Institute, 109, Wildwood, St. Louis County, Missouri, 63040, United States of America, (38.5508859, -90.6331941))",Nominatum,"La Salle Institute, 109, Wildwood, St. Louis County, Missouri, 63040, United States of America"
1075,"Arizona State University, W. P. Carey School of Business","Tempe, AZ",Manual,
1076,California Polytechnic State University-San Luis Obispo,"San Luis Obispo, CA",Collegelist,
1077,San Ramon Valley Highschool,"501 DANVILLE BLVD DANVILLE, CA 94526",Collegelist,
1078,University of Minnesota-Twin Cities,"Minneapolis, MN",Collegelist,
1079,Australian Catholic University,"(Australian Catholic University, Approach Road, Banyo, Brisbane, Queensland, 4014, Australia, (-27.37815895, 153.089464741))",Nominatum,"Australian Catholic University, Approach Road, Banyo, Brisbane, Queensland, 4014, Australia"
1080,Miami University,"Coral Gables, FL",Collegelist,
1081,DePaul University,"Durham, NH",Collegelist,
1082,Beaumont School,"(Beaumont School, Oakwood Drive, Fleetville, St Albans, Hertfordshire, East of England, England, United Kingdom, (51.7548016, -0.298786388381))",Nominatum,"Beaumont School, Oakwood Drive, Fleetville, St Albans, Hertfordshire, East of England, England, United Kingdom"
1083,University of Westminster,"(University of Westminster, 115, New Cavendish Street, Fitzrovia, City of Westminster, London, Greater London, England, W1W 6BA, United Kingdom, (51.52089885, -0.140079932355))",Nominatum,"University of Westminster, 115, New Cavendish Street, Fitzrovia, City of Westminster, London, Greater London, England, W1W 6BA, United Kingdom"
1084,University of Miami,"Coral Gables, FL",Collegelist,
1085,Universidad Antonio de Nebrija,"(Universidad de Cuenca, Daniel Córdova, Cuenca, Provincia del Azuay, 010201, Ecuador, (-2.90134455, -79.01008844))",Nominatum,"Universidad de Cuenca, Daniel Córdova, Cuenca, Provincia del Azuay, 010201, Ecuador"
1086,University of Rhode Island,"Kingston, RI",Collegelist,
1087,Brandeis University,"Waltham, MA",Collegelist,
1088,CSW,"(長沙灣 Cheung Sha Wan, 長沙灣道 Cheung Sha Wan Road, 深水埗 Sham Shui Po, 深水埗區 Sham Shui Po District, 九龍 Kowloon, HK, 中国, (22.3355145, 114.1561681))",Nominatum,"長沙灣 Cheung Sha Wan, 長沙灣道 Cheung Sha Wan Road, 深水埗 Sham Shui Po, 深水埗區 Sham Shui Po District, 九龍 Kowloon, HK, 中国"
1089,Sudbury Valley,"(Sudbury Valley, Winch Street, Framingham, Middlesex County, Massachusetts, 01702, United States of America, (42.3235611, -71.464157))",Nominatum,"Sudbury Valley, Winch Street, Framingham, Middlesex County, Massachusetts, 01702, United States of America"
1090,The University of Stirling,"(University of Stirling, Stirling, Scotland, United Kingdom, (56.147313, -3.9199141))",Nominatum,"University of Stirling, Stirling, Scotland, United Kingdom"
1091,Jyväskylän yliopisto,"(Keski-Suomen luontomuseo, Ihantolantie, Harju, Jyväskylä, Keski-Suomi, Länsi- ja Sisä-Suomen aluehallintovirasto, Länsi-Suomi, 40720, Suomi, (62.2431693, 25.7394647))",Nominatum,"Keski-Suomen luontomuseo, Ihantolantie, Harju, Jyväskylä, Keski-Suomi, Länsi- ja Sisä-Suomen aluehallintovirasto, Länsi-Suomi, 40720, Suomi"
1092,Universität Bayreuth,"(Universität Bayreuth, Emil-Warburg-Weg, Birken, Kreuzstein, Bayreuth, Oberfranken, Bayern, 95447, Deutschland, (49.9275059, 11.5857084511))",Nominatum,"Universität Bayreuth, Emil-Warburg-Weg, Birken, Kreuzstein, Bayreuth, Oberfranken, Bayern, 95447, Deutschland"
1093,Boston College,"Chestnut Hill, MA",Collegelist,
1094,Taft School,"3780 SPYGLASS RIDGE SE LINCOLN CITY, OR 97367",Collegelist,
1095,,,,
1096,San Jose State University,"San Jose, CA",Collegelist,
1097,California State University-Fresno,"Fresno, CA",Collegelist,
1098,Arizona State University,"Tempe, AZ",Collegelist,
1099,San Diego State University-California State University,"San Diego, CA",Manual,
1100,San Diego State University-California State University,"San Diego, CA",Manual,
1101,Union College,"Lincoln, NE",Collegelist,
1102,Union College,"Lincoln, NE",Collegelist,
1103,Stonehill College,"Easton, MA",Collegelist,
1104,John Cabot University,"(Victoria Rooms, Sunderland Place, Clifton, Baltic Wharf, City of Bristol, South West England, England, BS8, United Kingdom, (51.4584817, -2.60977049447))",Nominatum,"Victoria Rooms, Sunderland Place, Clifton, Baltic Wharf, City of Bristol, South West England, England, BS8, United Kingdom"
1105,Rochester Institute of Technology,"Rochester, NY",Collegelist,
1106,Monroe Community College,"(Monroe Community College, Crittenden, Brighton Town, Monroe County, New York, 14627, United States of America, (43.1044081, -77.6128417))",Nominatum,"Monroe Community College, Crittenden, Brighton Town, Monroe County, New York, 14627, United States of America"
1107,Corning Community College,"(Corning Community College, Commons Drive, West Caton, Steuben County, New York, 14830, United States of America, (42.1168269, -77.0741457657))",Nominatum,"Corning Community College, Commons Drive, West Caton, Steuben County, New York, 14830, United States of America"
1108,Philadelphia University,"Philadelphia, PA",Collegelist,
1109,Keene State College,"Keene, NH",Collegelist,
1110,University of Minnesota,"Winona, MN",Collegelist,
1111,Colorado State University,"Fort Collins, CO",Collegelist,
1112,St. Joseph's College,"Rensselaer, IN",Collegelist,
1113,Farmingdale State University of New York,"(Farmingdale State University of New York, Smith Street, Lower Melville, Suffolk County, New York, 11735, United States of America, (40.7527943, -73.4281518196))",Nominatum,"Farmingdale State University of New York, Smith Street, Lower Melville, Suffolk County, New York, 11735, United States of America"
1114,"University of California, San Diego","La Jolla, CA",Collegelist,
1115,"University of California, San Diego","La Jolla, CA",Collegelist,
1116,"University of California, Berkeley, Haas School of Business","Berkeley, CA",Manual,
1117,University of Washington,"Seattle, WA",Collegelist,
1118,University of Washington,"Seattle, WA",Collegelist,
1119,Texas A&M University,"Canyon, TX",Collegelist,
1120,Boston University,"Boston, MA",Collegelist,
1121,Orange Coast College,"(Orange Coast College, Monitor Way, Costa Mesa, Orange County, California, 92626, United States of America, (33.6707117, -117.912105078))",Nominatum,"Orange Coast College, Monitor Way, Costa Mesa, Orange County, California, 92626, United States of America"
1122,San Francisco State University,"San Francisco, CA",Collegelist,
1123,Woodbridge High School,"307 LAWS ST BRIDGEVILLE, DE 19933",Collegelist,
1124,California State- San Francisco,"1600 Holloway Ave, San Francisco, CA 94132",Manual,
1125,South San Francisco High School- South,"(South San Francisco High School, B Street, South San Francisco, San Mateo County, California, 94080, United States of America, (37.64772675, -122.42621614))",Nominatum,"South San Francisco High School, B Street, South San Francisco, San Mateo County, California, 94080, United States of America"
1126,San Francisco State University,"San Francisco, CA",Collegelist,
1127,University of Scranton,"Scranton, PA",Collegelist,
1128,Arizona State University,"Tempe, AZ",Collegelist,
1129,"University of California, Berkeley","Berkeley, CA",Collegelist,
1130,University of Southern California,"Los Angeles, CA",Collegelist,
1131,Copenhagen Business School,"(Copenhagen Business School, 3, Solbjerg Plads, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark, (55.6816615, 12.529462066))",Nominatum,"Copenhagen Business School, 3, Solbjerg Plads, Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 2000, Danmark"
1132,Tufts University,"Medford, MA",Collegelist,
1133,University of Colorado Boulder,"Boulder, CO",Collegelist,
1134,"University of California, Berkeley","Berkeley, CA",Collegelist,
1135,School for International Training,"(School for International Training, Fleisher Lane, Brattleboro, Windham County, Vermont, United States of America, (42.8912426, -72.5663957))",Nominatum,"School for International Training, Fleisher Lane, Brattleboro, Windham County, Vermont, United States of America"
1136,San Francisco State University,"San Francisco, CA",Collegelist,
1137,Virginia Tech,"Blacksburg, VA",Collegelist,
1138,"Long Island University, C.W. Post Campus",,,
1139,NJIT,"(Robert W Van Houten Library, 154, Summit Street, University Heights, Newark, Essex County, New Jersey, 07103, United States of America, (40.74378565, -74.1779626003))",Nominatum,"Robert W Van Houten Library, 154, Summit Street, University Heights, Newark, Essex County, New Jersey, 07103, United States of America"
1140,Dartmouth College,"Hanover, NH",Collegelist,
1141,California State University-Chico,"Chico, CA",Collegelist,
1142,University of Denver,"Denver, CO",Collegelist,
1143,"University of California, Berkeley","Berkeley, CA",Collegelist,
1144,Stanford University,"Bowling Green, KY",Collegelist,
1145,"University of California, Berkeley","Berkeley, CA",Collegelist,
1146,Massachusetts College of Art,"(Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America, (42.336189, -71.0997199))",Nominatum,"Massachusetts College of Art, Huntington Avenue, Roxbury Crossing, Fenway, Boston, Suffolk County, Massachusetts, 02115, United States of America"
1147,School of Visual Arts,"(School of Visual Arts, East 24th Street, Kips Bay, New York County, NYC, New York, 10010, United States of America, (40.7388889, -73.9822222))",Nominatum,"School of Visual Arts, East 24th Street, Kips Bay, New York County, NYC, New York, 10010, United States of America"
1148,Syracuse University,"Syracuse, NY",Collegelist,
1149,UNSW Australia,"(UNSW, Kensington, Sydney, New South Wales, 2033, Australia, (-33.9175545, 151.2291515))",Nominatum,"UNSW, Kensington, Sydney, New South Wales, 2033, Australia"
1150,SUNY Cortland,"(Suny at Cortland, Cortland, Cortlandville Town, Cortland County, New York, 13045, United States of America, (42.5984968, -76.1881802))",Nominatum,"Suny at Cortland, Cortland, Cortlandville Town, Cortland County, New York, 13045, United States of America"
1151,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1152,Boston Latin School,"78 AVE LOUIS PASTEUR BOSTON, MA 02115",Collegelist,
1153,Babson College - Franklin W. Olin Graduate School of Business,"Babson Park, MA",Manual,
1154,Rensselaer Polytechnic Institute,"Troy, NY",Collegelist,
1155,Shanghai Jiao Tong University,"(上海交通大学（闵行校区）, 元培路, 紫竹科技园区 Zizhu Science Park, 英武, 闵行区 (Minhang), 上海市, 200240, 中国, (31.02768865, 121.432210923))",Nominatum,"上海交通大学（闵行校区）, 元培路, 紫竹科技园区 Zizhu Science Park, 英武, 闵行区 (Minhang), 上海市, 200240, 中国"
1156,Princeton University,"Princeton, NJ",Collegelist,
1157,University of Strathclyde,"(University of Strathclyde, Rottenrow, Collegelands, Merchant City, Glasgow, Glasgow City, Scotland, G, United Kingdom, (55.86262585, -4.24329301864))",Nominatum,"University of Strathclyde, Rottenrow, Collegelands, Merchant City, Glasgow, Glasgow City, Scotland, G, United Kingdom"
1158,Grand Canyon University,"Phoenix, AZ",Collegelist,
1159,Western International University,"New York, NY",Collegelist,
1160,Cornell University,"Ithaca, NY",Collegelist,
1161,Cornell University,"Ithaca, NY",Collegelist,
1162,Cornell University,"Ithaca, NY",Collegelist,
1163,TripAdvisor Manager Development Program,,,
1164,Georgia Institute of Technology,"Atlanta, GA",Collegelist,
1165,SAS,"(Sásd, Hegyháti járás, Baranya megye, Dél-Dunántúl, Dunántúl, Magyarország, (46.2559563, 18.1065598))",Nominatum,"Sásd, Hegyháti járás, Baranya megye, Dél-Dunántúl, Dunántúl, Magyarország"
1166,Staten Island Technical High School," Staten Island, NY",Collegelist,
1167,"Northern Arizona University, College of Business",,,
1168,Adirondack Community College,"(SUNY Adirondack, Bay Road, Queensbury, Warren County, New York, 12804, United States of America, (43.3523728, -73.6557479))",Nominatum,"SUNY Adirondack, Bay Road, Queensbury, Warren County, New York, 12804, United States of America"
1169,University of Oregon,"Eugene, OR",Collegelist,
1170,University of Missouri-Columbia,"Columbia, MO",Collegelist,
1171,Columbia University in the City of New York,"New York, NY",Manual,
1172,UC Berkeley,"(UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America, (37.87631055, -122.238859169))",Nominatum,"UC Berkeley, Centennial Drive, Oakland, Alameda County, California, 94720, United States of America"
1173,"Royal Holloway, University of London",,,
1174,Ounsdale,"(Ounsdale Road, South Staffordshire, Staffordshire, West Midlands, England, United Kingdom, (52.5362902, -2.1964258))",Nominatum,"Ounsdale Road, South Staffordshire, Staffordshire, West Midlands, England, United Kingdom"
1175,University of San Francisco,"San Francisco, CA",Collegelist,
1176,Babson College - Franklin W. Olin Graduate School of Business,"Babson Park, MA",Manual,
1177,Colorado State University,"Fort Collins, CO",Collegelist,
1178,,,,
1179,Arizona State University,"Tempe, AZ",Collegelist,
1180,Los Gatos High School,"20 HIGH SCHOOL COURT LOS GATOS, CA 95030",Collegelist,
1181,Oberlin College,"Oberlin, OH",Collegelist,
1182,,,,
1183,University of Illinois at Urbana-Champaign,"Champaign, IL",Collegelist,
1184,Suffolk University - Sawyer Business School,"Boston, MA",Manual,
1185,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1186,Boston Latin School,"78 AVE LOUIS PASTEUR BOSTON, MA 02115",Collegelist,
1187,Suffolk University - Sawyer Business School,"Boston, MA",Manual,
1188,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1189,Boston Latin School,"78 AVE LOUIS PASTEUR BOSTON, MA 02115",Collegelist,
1190,Arizona State University,"Tempe, AZ",Collegelist,
1191,"University of Massachusetts, Amherst","Amherst, MA",Collegelist,
1192,Michigan State University - The Eli Broad School of Business,"East Lansing, MI",Manual,
1193,Michigan State University,"East Lansing, MI",Collegelist,
1194,HTWG Konstanz,"(HTWG Konstanz, 55, Brauneggerstraße, Konstanz-Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland, (47.6675507, 9.1709292))",Nominatum,"HTWG Konstanz, 55, Brauneggerstraße, Konstanz-Altstadt, Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Regierungsbezirk Freiburg, Baden-Württemberg, 78462, Deutschland"
